Weights:
0.23314256164336022, 0.07408645923475499
0.09532799542567238, 0.5837901324804103
0.2566815957391133, 0.5416572809324672
0.6393394512815954, 0.294286531452037
0.7513654517644976, 0.9944729653183639
0.6064952673598065, 0.8001832836494068
0.7658736963132379, 0.43685870586571296
0.2893416596980837, 0.02539333265570265
Bias:
0.09134270820338863, 0.7032625320946309
parameter ends

Rollout 0: 
state | action | reward
[-2.12e+00  1.75e+00  1.75e+00 -4.82e-03  8.20e-02  2.56e-02 -7.82e-06
 -3.94e-07] | [0.29 2.61] | -0.005584952942879467
[-2.11e+00  1.75e+00  1.75e+00 -4.96e-03  8.12e-02  2.55e-02 -7.61e-06
 -3.82e-07] | [0.29 2.61] | -0.005726070490673588
[-2.11e+00  1.75e+00  1.75e+00 -5.10e-03  8.04e-02  2.53e-02 -7.41e-06
 -3.70e-07] | [0.29 2.61] | -0.005862696488247133
[-2.11e+00  1.75e+00  1.75e+00 -5.24e-03  7.97e-02  2.52e-02 -7.21e-06
 -3.59e-07] | [0.29 2.61] | -0.005994998889071582
[-2.11e+00  1.75e+00  1.75e+00 -5.37e-03  7.89e-02  2.51e-02 -7.01e-06
 -3.49e-07] | [0.28 2.61] | -0.00612313782579853
[-2.11e+00  1.75e+00  1.75e+00 -5.49e-03  7.82e-02  2.50e-02 -6.83e-06
 -3.38e-07] | [0.28 2.61] | -0.006247266050270136
[-2.11e+00  1.75e+00  1.75e+00 -5.62e-03  7.74e-02  2.49e-02 -6.65e-06
 -3.29e-07] | [0.28 2.61] | -0.006367529344511327
[-2.11e+00  1.75e+00  1.75e+00 -5.74e-03  7.67e-02  2.48e-02 -6.47e-06
 -3.19e-07] | [0.28 2.61] | -0.00648406690491468
[-2.11e+00  1.75e+00  1.75e+00 -5.85e-03  7.60e-02  2.47e-02 -6.30e-06
 -3.10e-07] | [0.28 2.61] | -0.00659701170147396
[-2.11e+00  1.75e+00  1.75e+00 -5.96e-03  7.54e-02  2.46e-02 -6.14e-06
 -3.01e-07] | [0.28 2.61] | -0.0067064908141279776
[-2.11e+00  1.75e+00  1.75e+00 -6.07e-03  7.47e-02  2.44e-02 -5.98e-06
 -2.92e-07] | [0.28 2.6 ] | -0.006812625747771594
[-2.10e+00  1.75e+00  1.75e+00 -6.18e-03  7.40e-02  2.43e-02 -5.82e-06
 -2.84e-07] | [0.28 2.6 ] | -0.006915532727485354
[-2.10e+00  1.75e+00  1.75e+00 -6.28e-03  7.34e-02  2.42e-02 -5.67e-06
 -2.76e-07] | [0.28 2.6 ] | -0.007015322975468902
[-2.10e+00  1.75e+00  1.75e+00 -6.38e-03  7.28e-02  2.41e-02 -5.52e-06
 -2.69e-07] | [0.28 2.6 ] | -0.0071121029708415
[-2.10e+00  1.75e+00  1.75e+00 -6.47e-03  7.21e-02  2.40e-02 -5.38e-06
 -2.61e-07] | [0.28 2.6 ] | -0.007205974693767461
[-2.10e+00  1.75e+00  1.75e+00 -6.57e-03  7.15e-02  2.39e-02 -5.24e-06
 -2.54e-07] | [0.28 2.6 ] | -0.007297035854698269
[-2.10e+00  1.75e+00  1.75e+00 -6.66e-03  7.09e-02  2.38e-02 -5.11e-06
 -2.47e-07] | [0.28 2.6 ] | -0.007385380110000747
[-2.10e+00  1.75e+00  1.75e+00 -6.74e-03  7.03e-02  2.37e-02 -4.98e-06
 -2.40e-07] | [0.28 2.6 ] | -0.007471097264835554
[-2.10e+00  1.75e+00  1.75e+00 -6.83e-03  6.98e-02  2.36e-02 -4.85e-06
 -2.34e-07] | [0.28 2.6 ] | -0.007554273463989421
[-2.10e+00  1.75e+00  1.75e+00 -6.91e-03  6.92e-02  2.35e-02 -4.73e-06
 -2.27e-07] | [0.28 2.6 ] | -0.0076349913718198464
[-2.10e+00  1.75e+00  1.75e+00 -6.99e-03  6.86e-02  2.34e-02 -4.61e-06
 -2.21e-07] | [0.28 2.6 ] | -0.007713330341660639
[-2.10e+00  1.75e+00  1.75e+00 -7.07e-03  6.81e-02  2.33e-02 -4.49e-06
 -2.15e-07] | [0.28 2.6 ] | -0.007789366575641858
[-2.09e+00  1.75e+00  1.75e+00 -7.14e-03  6.75e-02  2.32e-02 -4.38e-06
 -2.10e-07] | [0.28 2.6 ] | -0.007863173275417024
[-2.09e+00  1.75e+00  1.75e+00 -7.22e-03  6.70e-02  2.31e-02 -4.27e-06
 -2.04e-07] | [0.28 2.6 ] | -0.007934820784501567
[-2.09e+00  1.75e+00  1.75e+00 -7.29e-03  6.65e-02  2.30e-02 -4.16e-06
 -1.99e-07] | [0.28 2.6 ] | -0.00800437672264336
[-2.09e+00  1.75e+00  1.75e+00 -7.36e-03  6.60e-02  2.29e-02 -4.06e-06
 -1.93e-07] | [0.28 2.6 ] | -0.008071906112779567
[-2.09e+00  1.75e+00  1.75e+00 -7.42e-03  6.55e-02  2.28e-02 -3.96e-06
 -1.88e-07] | [0.28 2.59] | -0.008137471501100736
[-2.09e+00  1.75e+00  1.75e+00 -7.49e-03  6.50e-02  2.28e-02 -3.86e-06
 -1.83e-07] | [0.28 2.59] | -0.008201133070559969
[-2.09e+00  1.75e+00  1.75e+00 -7.55e-03  6.45e-02  2.27e-02 -3.76e-06
 -1.79e-07] | [0.28 2.59] | -0.008262948748331595
[-2.09e+00  1.75e+00  1.75e+00 -7.61e-03  6.40e-02  2.26e-02 -3.67e-06
 -1.74e-07] | [0.28 2.59] | -0.008322974307501745
[-2.09e+00  1.75e+00  1.75e+00 -7.67e-03  6.35e-02  2.25e-02 -3.57e-06
 -1.69e-07] | [0.28 2.59] | -0.008381263463400982
[-2.09e+00  1.75e+00  1.75e+00 -7.73e-03  6.30e-02  2.24e-02 -3.48e-06
 -1.65e-07] | [0.28 2.59] | -0.008437867964900373
[-2.09e+00  1.75e+00  1.75e+00 -7.78e-03  6.26e-02  2.23e-02 -3.40e-06
 -1.61e-07] | [0.28 2.59] | -0.008492837680953522
[-2.08e+00  1.75e+00  1.75e+00 -7.84e-03  6.21e-02  2.22e-02 -3.31e-06
 -1.57e-07] | [0.28 2.59] | -0.00854622068263388
[-2.08e+00  1.75e+00  1.75e+00 -7.89e-03  6.17e-02  2.21e-02 -3.23e-06
 -1.53e-07] | [0.28 2.59] | -0.008598063321055394
[-2.08e+00  1.75e+00  1.75e+00 -7.94e-03  6.12e-02  2.20e-02 -3.15e-06
 -1.49e-07] | [0.27 2.59] | -0.00864841030128155
[-2.08e+00  1.75e+00  1.75e+00 -7.99e-03  6.08e-02  2.20e-02 -3.07e-06
 -1.45e-07] | [0.27 2.59] | -0.008697304752533226
[-2.08e+00  1.75e+00  1.75e+00 -8.04e-03  6.04e-02  2.19e-02 -2.99e-06
 -1.41e-07] | [0.27 2.59] | -0.008744788294850392
[-2.08e+00  1.75e+00  1.75e+00 -8.09e-03  5.99e-02  2.18e-02 -2.92e-06
 -1.38e-07] | [0.27 2.59] | -0.008790901102518171
[-2.08e+00  1.75e+00  1.75e+00 -8.13e-03  5.95e-02  2.17e-02 -2.84e-06
 -1.34e-07] | [0.27 2.59] | -0.008835681964323508
[-2.08e+00  1.75e+00  1.75e+00 -8.18e-03  5.91e-02  2.16e-02 -2.77e-06
 -1.31e-07] | [0.27 2.59] | -0.008879168340875274
[-2.08e+00  1.75e+00  1.75e+00 -8.22e-03  5.87e-02  2.15e-02 -2.70e-06
 -1.27e-07] | [0.27 2.59] | -0.008921396419148499
[-2.08e+00  1.75e+00  1.75e+00 -8.26e-03  5.83e-02  2.15e-02 -2.63e-06
 -1.24e-07] | [0.27 2.59] | -0.008962401164418963
[-2.08e+00  1.75e+00  1.75e+00 -8.30e-03  5.79e-02  2.14e-02 -2.57e-06
 -1.21e-07] | [0.27 2.59] | -0.009002216379502184
[-2.07e+00  1.75e+00  1.75e+00 -8.34e-03  5.75e-02  2.13e-02 -2.50e-06
 -1.18e-07] | [0.27 2.59] | -0.009040874986457956
[-2.07e+00  1.75e+00  1.75e+00 -8.38e-03  5.71e-02  2.12e-02 -2.44e-06
 -1.15e-07] | [0.27 2.59] | -0.00907840862604303
[-2.07e+00  1.75e+00  1.75e+00 -8.42e-03  5.68e-02  2.11e-02 -2.38e-06
 -1.12e-07] | [0.27 2.59] | -0.009114847509145886
[-2.07e+00  1.75e+00  1.75e+00 -8.46e-03  5.64e-02  2.11e-02 -2.32e-06
 -1.09e-07] | [0.27 2.59] | -0.00915022115180604
[-2.07e+00  1.75e+00  1.75e+00 -8.49e-03  5.60e-02  2.10e-02 -2.26e-06
 -1.06e-07] | [0.27 2.59] | -0.009184558169015193
[-2.07e+00  1.75e+00  1.75e+00 -8.53e-03  5.57e-02  2.09e-02 -2.20e-06
 -1.04e-07] | [0.27 2.58] | -0.009217886238958115
[-2.07e+00  1.75e+00  1.75e+00 -8.56e-03  5.53e-02  2.08e-02 -2.15e-06
 -1.01e-07] | [0.27 2.58] | -0.00925023215284751
[-2.07e+00  1.75e+00  1.75e+00 -8.59e-03  5.49e-02  2.07e-02 -2.09e-06
 -9.84e-08] | [0.27 2.58] | -0.009281621851313173
[-2.07e+00  1.75e+00  1.75e+00 -8.62e-03  5.46e-02  2.07e-02 -2.04e-06
 -9.59e-08] | [0.27 2.58] | -0.009312080456017731
[-2.07e+00  1.75e+00  1.75e+00 -8.65e-03  5.42e-02  2.06e-02 -1.98e-06
 -9.35e-08] | [0.27 2.58] | -0.009341632300442408
[-2.07e+00  1.75e+00  1.75e+00 -8.68e-03  5.39e-02  2.05e-02 -1.93e-06
 -9.11e-08] | [0.27 2.58] | -0.00937030095953754
[-2.07e+00  1.75e+00  1.75e+00 -8.71e-03  5.36e-02  2.04e-02 -1.88e-06
 -8.88e-08] | [0.27 2.58] | -0.00939810927788785
[-2.06e+00  1.75e+00  1.75e+00 -8.74e-03  5.32e-02  2.04e-02 -1.83e-06
 -8.65e-08] | [0.27 2.58] | -0.009425079396819842
[-2.06e+00  1.75e+00  1.75e+00 -8.76e-03  5.29e-02  2.03e-02 -1.79e-06
 -8.43e-08] | [0.27 2.58] | -0.009451232780184704
[-2.06e+00  1.75e+00  1.75e+00 -8.79e-03  5.26e-02  2.02e-02 -1.74e-06
 -8.21e-08] | [0.27 2.58] | -0.00947659023917747
[-2.06e+00  1.75e+00  1.75e+00 -8.81e-03  5.23e-02  2.02e-02 -1.69e-06
 -8.00e-08] | [0.27 2.58] | -0.00950117195592031
[-2.06e+00  1.75e+00  1.75e+00 -8.84e-03  5.19e-02  2.01e-02 -1.65e-06
 -7.79e-08] | [0.27 2.58] | -0.009524997506231753
[-2.06e+00  1.75e+00  1.75e+00 -8.86e-03  5.16e-02  2.00e-02 -1.60e-06
 -7.59e-08] | [0.27 2.58] | -0.00954808588132084
[-2.06e+00  1.75e+00  1.75e+00 -8.89e-03  5.13e-02  1.99e-02 -1.56e-06
 -7.39e-08] | [0.27 2.58] | -0.009570455508594849
[-2.06e+00  1.75e+00  1.75e+00 -8.91e-03  5.10e-02  1.99e-02 -1.52e-06
 -7.20e-08] | [0.27 2.58] | -0.009592124271586091
[-2.06e+00  1.75e+00  1.75e+00 -8.93e-03  5.07e-02  1.98e-02 -1.47e-06
 -7.01e-08] | [0.27 2.58] | -0.009613109529125337
[-2.06e+00  1.75e+00  1.75e+00 -8.95e-03  5.04e-02  1.97e-02 -1.43e-06
 -6.82e-08] | [0.27 2.58] | -0.009633428133645261
[-2.06e+00  1.75e+00  1.75e+00 -8.97e-03  5.01e-02  1.97e-02 -1.39e-06
 -6.64e-08] | [0.27 2.58] | -0.009653096448769237
[-2.06e+00  1.75e+00  1.75e+00 -8.99e-03  4.98e-02  1.96e-02 -1.35e-06
 -6.47e-08] | [0.27 2.58] | -0.009672130366962592
[-2.06e+00  1.75e+00  1.75e+00 -9.01e-03  4.95e-02  1.95e-02 -1.32e-06
 -6.29e-08] | [0.27 2.58] | -0.00969054532941028
[-2.05e+00  1.75e+00  1.75e+00 -9.03e-03  4.93e-02  1.95e-02 -1.28e-06
 -6.13e-08] | [0.27 2.58] | -0.009708356339594739
[-2.05e+00  1.75e+00  1.75e+00 -9.04e-03  4.90e-02  1.94e-02 -1.24e-06
 -5.96e-08] | [0.27 2.58] | -0.00972557797576823
[-2.05e+00  1.75e+00  1.75e+00 -9.06e-03  4.87e-02  1.93e-02 -1.20e-06
 -5.80e-08] | [0.27 2.58] | -0.00974222440521786
[-2.05e+00  1.75e+00  1.75e+00 -9.08e-03  4.84e-02  1.93e-02 -1.17e-06
 -5.64e-08] | [0.27 2.58] | -0.009758309397931611
[-2.05e+00  1.75e+00  1.75e+00 -9.09e-03  4.82e-02  1.92e-02 -1.13e-06
 -5.49e-08] | [0.27 2.58] | -0.009773846339826912
[-2.05e+00  1.75e+00  1.75e+00 -9.11e-03  4.79e-02  1.91e-02 -1.10e-06
 -5.34e-08] | [0.27 2.58] | -0.009788848245469568
[-2.05e+00  1.75e+00  1.75e+00 -9.12e-03  4.76e-02  1.91e-02 -1.07e-06
 -5.19e-08] | [0.27 2.58] | -0.009803327770349545
[-2.05e+00  1.75e+00  1.75e+00 -9.14e-03  4.74e-02  1.90e-02 -1.03e-06
 -5.04e-08] | [0.27 2.58] | -0.009817297222552642
[-2.05e+00  1.75e+00  1.75e+00 -9.15e-03  4.71e-02  1.90e-02 -1.00e-06
 -4.90e-08] | [0.27 2.58] | -0.009830768574122163
[-2.05e+00  1.75e+00  1.75e+00 -9.17e-03  4.68e-02  1.89e-02 -9.69e-07
 -4.76e-08] | [0.27 2.58] | -0.00984375347191076
[-2.05e+00  1.75e+00  1.75e+00 -9.18e-03  4.66e-02  1.88e-02 -9.38e-07
 -4.63e-08] | [0.27 2.58] | -0.009856263248088904
[-2.05e+00  1.75e+00  1.75e+00 -9.19e-03  4.63e-02  1.88e-02 -9.07e-07
 -4.50e-08] | [0.27 2.58] | -0.009868308930137903
[-2.05e+00  1.75e+00  1.75e+00 -9.20e-03  4.61e-02  1.87e-02 -8.77e-07
 -4.37e-08] | [0.27 2.58] | -0.009879901250610511
[-2.04e+00  1.75e+00  1.75e+00 -9.21e-03  4.58e-02  1.87e-02 -8.48e-07
 -4.24e-08] | [0.27 2.57] | -0.009891050656487023
[-2.04e+00  1.75e+00  1.75e+00 -9.23e-03  4.56e-02  1.86e-02 -8.19e-07
 -4.11e-08] | [0.27 2.57] | -0.009901767318060223
[-2.04e+00  1.75e+00  1.75e+00 -9.24e-03  4.54e-02  1.85e-02 -7.91e-07
 -3.99e-08] | [0.27 2.57] | -0.009912061137721074
[-2.04e+00  1.75e+00  1.75e+00 -9.25e-03  4.51e-02  1.85e-02 -7.63e-07
 -3.87e-08] | [0.27 2.57] | -0.009921941758234321
[-2.04e+00  1.75e+00  1.75e+00 -9.26e-03  4.49e-02  1.84e-02 -7.36e-07
 -3.75e-08] | [0.27 2.57] | -0.009931418570787137
[-2.04e+00  1.75e+00  1.75e+00 -9.27e-03  4.46e-02  1.84e-02 -7.09e-07
 -3.64e-08] | [0.27 2.57] | -0.009940500722760768
[-2.04e+00  1.75e+00  1.75e+00 -9.28e-03  4.44e-02  1.83e-02 -6.83e-07
 -3.53e-08] | [0.27 2.57] | -0.009949197125197455
[-2.04e+00  1.75e+00  1.75e+00 -9.28e-03  4.42e-02  1.82e-02 -6.57e-07
 -3.42e-08] | [0.27 2.57] | -0.009957516460001415
[-2.04e+00  1.75e+00  1.75e+00 -9.29e-03  4.40e-02  1.82e-02 -6.32e-07
 -3.31e-08] | [0.27 2.57] | -0.009965467186873914
[-2.04e+00  1.75e+00  1.75e+00 -9.30e-03  4.37e-02  1.81e-02 -6.07e-07
 -3.20e-08] | [0.27 2.57] | -0.009973057550076728
[-2.04e+00  1.75e+00  1.75e+00 -9.31e-03  4.35e-02  1.81e-02 -5.82e-07
 -3.10e-08] | [0.27 2.57] | -0.009980295584835272
[-2.04e+00  1.75e+00  1.75e+00 -9.31e-03  4.33e-02  1.80e-02 -5.58e-07
 -3.00e-08] | [0.27 2.57] | -0.009987189123625622
[-2.04e+00  1.75e+00  1.75e+00 -9.32e-03  4.31e-02  1.80e-02 -5.35e-07
 -2.90e-08] | [0.27 2.57] | -0.009993745802162207
[-2.03e+00  1.75e+00  1.75e+00 -9.33e-03  4.29e-02  1.79e-02 -5.12e-07
 -2.80e-08] | [0.27 2.57] | -0.009999973065258247
[-2.03e+00  1.75e+00  1.75e+00 -9.33e-03  4.26e-02  1.78e-02 -4.89e-07
 -2.70e-08] | [0.27 2.57] | -0.010005878172414618
[-2.03e+00  1.75e+00  1.75e+00 -9.34e-03  4.24e-02  1.78e-02 -4.67e-07
 -2.61e-08] | [0.27 2.57] | -0.010011468203270306
[-2.03e+00  1.75e+00  1.75e+00 -9.35e-03  4.22e-02  1.77e-02 -4.45e-07
 -2.51e-08] | [0.27 2.57] | -0.010016750062820113
[-2.03e+00  1.75e+00  1.75e+00 -9.35e-03  4.20e-02  1.77e-02 -4.24e-07
 -2.42e-08] | [0.27 2.57] | -0.010021730486460628
[-2.03e+00  1.75e+00  1.75e+00 -9.36e-03  4.18e-02  1.76e-02 -4.03e-07
 -2.34e-08] | [0.27 2.57] | -0.010026416044931092
[-2.03e+00  1.75e+00  1.75e+00 -9.36e-03  4.16e-02  1.76e-02 -3.82e-07
 -2.25e-08] | [0.27 2.57] | -0.010030813149004789
[-2.03e+00  1.75e+00  1.75e+00 -9.36e-03  4.14e-02  1.75e-02 -3.61e-07
 -2.16e-08] | [0.27 2.57] | -0.010034928054086402
[-2.03e+00  1.75e+00  1.75e+00 -9.37e-03  4.12e-02  1.75e-02 -3.42e-07
 -2.08e-08] | [0.27 2.57] | -0.010038766864598743
[-2.03e+00  1.75e+00  1.75e+00 -9.37e-03  4.10e-02  1.74e-02 -3.22e-07
 -2.00e-08] | [0.27 2.57] | -0.01004233553826984
[-2.03e+00  1.75e+00  1.75e+00 -9.38e-03  4.08e-02  1.74e-02 -3.03e-07
 -1.91e-08] | [0.27 2.57] | -0.010045639890281581
[-2.03e+00  1.75e+00  1.75e+00 -9.38e-03  4.06e-02  1.73e-02 -2.84e-07
 -1.84e-08] | [0.27 2.57] | -0.010048685597235419
[-2.03e+00  1.75e+00  1.75e+00 -9.38e-03  4.04e-02  1.73e-02 -2.65e-07
 -1.76e-08] | [0.27 2.57] | -0.010051478201035084
[-2.03e+00  1.75e+00  1.75e+00 -9.39e-03  4.02e-02  1.72e-02 -2.47e-07
 -1.68e-08] | [0.27 2.57] | -0.010054023112636343
[-2.03e+00  1.75e+00  1.75e+00 -9.39e-03  4.00e-02  1.72e-02 -2.29e-07
 -1.61e-08] | [0.27 2.57] | -0.010056325615647132
[-2.02e+00  1.75e+00  1.75e+00 -9.39e-03  3.98e-02  1.71e-02 -2.11e-07
 -1.53e-08] | [0.27 2.57] | -0.010058390869855742
[-2.02e+00  1.75e+00  1.75e+00 -9.39e-03  3.97e-02  1.71e-02 -1.94e-07
 -1.46e-08] | [0.27 2.57] | -0.01006022391458719
[-2.02e+00  1.75e+00  1.75e+00 -9.39e-03  3.95e-02  1.70e-02 -1.77e-07
 -1.39e-08] | [0.27 2.57] | -0.010061829672026488
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.93e-02  1.70e-02 -1.60e-07
 -1.32e-08] | [0.27 2.57] | -0.010063212950386693
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.91e-02  1.69e-02 -1.44e-07
 -1.25e-08] | [0.27 2.57] | -0.010064378446955069
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.89e-02  1.69e-02 -1.27e-07
 -1.18e-08] | [0.27 2.57] | -0.010065330751150535
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.88e-02  1.68e-02 -1.12e-07
 -1.12e-08] | [0.27 2.57] | -0.010066074347331514
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.86e-02  1.68e-02 -9.59e-08
 -1.05e-08] | [0.27 2.57] | -0.010066613617653935
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.84e-02  1.67e-02 -8.06e-08
 -9.89e-09] | [0.27 2.57] | -0.010066952844762883
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.82e-02  1.67e-02 -6.55e-08
 -9.26e-09] | [0.27 2.57] | -0.010067096214423366
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.81e-02  1.66e-02 -5.06e-08
 -8.65e-09] | [0.27 2.57] | -0.010067047818079083
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.79e-02  1.66e-02 -3.61e-08
 -8.04e-09] | [0.27 2.57] | -0.010066811655311451
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.77e-02  1.65e-02 -2.17e-08
 -7.45e-09] | [0.27 2.57] | -0.01006639163625437
[-2.02e+00  1.75e+00  1.75e+00 -9.40e-03  3.76e-02  1.65e-02 -7.64e-09
 -6.87e-09] | [0.27 2.57] | -0.010065791583903675
[-2.01e+00  1.75e+00  1.75e+00 -9.40e-03  3.74e-02  1.64e-02  6.21e-09
 -6.29e-09] | [0.27 2.57] | -0.010065015236371237
[-2.01e+00  1.75e+00  1.75e+00 -9.40e-03  3.72e-02  1.64e-02  1.98e-08
 -5.73e-09] | [0.27 2.57] | -0.010064066249089232
[-2.01e+00  1.75e+00  1.75e+00 -9.40e-03  3.71e-02  1.63e-02  3.32e-08
 -5.18e-09] | [0.27 2.57] | -0.01006294819690354
[-2.01e+00  1.75e+00  1.75e+00 -9.40e-03  3.69e-02  1.63e-02  4.64e-08
 -4.64e-09] | [0.27 2.57] | -0.010061664576172835
[-2.01e+00  1.75e+00  1.75e+00 -9.40e-03  3.67e-02  1.62e-02  5.93e-08
 -4.10e-09] | [0.27 2.57] | -0.010060218806706803
[-2.01e+00  1.75e+00  1.75e+00 -9.39e-03  3.66e-02  1.62e-02  7.20e-08
 -3.58e-09] | [0.27 2.57] | -0.01005861423378778
[-2.01e+00  1.75e+00  1.75e+00 -9.39e-03  3.64e-02  1.61e-02  8.45e-08
 -3.06e-09] | [0.27 2.57] | -0.010056854129964899
[-2.01e+00  1.75e+00  1.75e+00 -9.39e-03  3.63e-02  1.61e-02  9.68e-08
 -2.56e-09] | [0.27 2.57] | -0.010054941696953843
[-2.01e+00  1.75e+00  1.75e+00 -9.39e-03  3.61e-02  1.61e-02  1.09e-07
 -2.06e-09] | [0.27 2.57] | -0.010052880067364604
[-2.01e+00  1.75e+00  1.75e+00 -9.39e-03  3.60e-02  1.60e-02  1.21e-07
 -1.57e-09] | [0.27 2.57] | -0.010050672306429382
[-2.01e+00  1.75e+00  1.75e+00 -9.38e-03  3.58e-02  1.60e-02  1.33e-07
 -1.09e-09] | [0.27 2.57] | -0.010048321413713923
[-2.01e+00  1.75e+00  1.75e+00 -9.38e-03  3.57e-02  1.59e-02  1.44e-07
 -6.16e-10] | [0.27 2.57] | -0.010045830324701296
[-2.01e+00  1.75e+00  1.75e+00 -9.38e-03  3.55e-02  1.59e-02  1.55e-07
 -1.51e-10] | [0.27 2.57] | -0.010043201912370198
[-2.01e+00  1.75e+00  1.75e+00 -9.38e-03  3.54e-02  1.58e-02  1.66e-07
  3.06e-10] | [0.27 2.56] | -0.01004043898875674
[-2.01e+00  1.75e+00  1.75e+00 -9.37e-03  3.52e-02  1.58e-02  1.77e-07
  7.55e-10] | [0.27 2.56] | -0.01003754430642748
[-2.01e+00  1.75e+00  1.75e+00 -9.37e-03  3.51e-02  1.58e-02  1.88e-07
  1.20e-09] | [0.27 2.56] | -0.01003452055993591
[-2.00e+00  1.75e+00  1.75e+00 -9.37e-03  3.49e-02  1.57e-02  1.99e-07
  1.63e-09] | [0.27 2.56] | -0.010031370387217967
[-2.00e+00  1.75e+00  1.75e+00 -9.36e-03  3.48e-02  1.57e-02  2.09e-07
  2.06e-09] | [0.27 2.56] | -0.010028096370965429
[-2.00e+00  1.75e+00  1.75e+00 -9.36e-03  3.46e-02  1.56e-02  2.19e-07
  2.48e-09] | [0.27 2.56] | -0.01002470103996608
[-2.00e+00  1.75e+00  1.75e+00 -9.36e-03  3.45e-02  1.56e-02  2.29e-07
  2.89e-09] | [0.27 2.56] | -0.01002118687037181
[-2.00e+00  1.75e+00  1.75e+00 -9.35e-03  3.43e-02  1.55e-02  2.39e-07
  3.30e-09] | [0.27 2.56] | -0.01001755628699453
[-2.00e+00  1.75e+00  1.75e+00 -9.35e-03  3.42e-02  1.55e-02  2.49e-07
  3.70e-09] | [0.27 2.56] | -0.010013811664468948
[-2.00e+00  1.75e+00  1.75e+00 -9.35e-03  3.41e-02  1.55e-02  2.59e-07
  4.09e-09] | [0.27 2.56] | -0.010009955328515339
[-2.00e+00  1.75e+00  1.75e+00 -9.34e-03  3.39e-02  1.54e-02  2.68e-07
  4.47e-09] | [0.27 2.56] | -0.010005989557035857
[-2.00e+00  1.75e+00  1.75e+00 -9.34e-03  3.38e-02  1.54e-02  2.77e-07
  4.85e-09] | [0.27 2.56] | -0.010001916581288628
[-2.00e+00  1.75e+00  1.75e+00 -9.34e-03  3.37e-02  1.53e-02  2.86e-07
  5.23e-09] | [0.27 2.56] | -0.009997738586912023
[-2.00e+00  1.75e+00  1.75e+00 -9.33e-03  3.35e-02  1.53e-02  2.95e-07
  5.59e-09] | [0.27 2.56] | -0.009993457715071149
[-2.00e+00  1.75e+00  1.75e+00 -9.33e-03  3.34e-02  1.53e-02  3.04e-07
  5.96e-09] | [0.27 2.56] | -0.00998907606343784
[-2.00e+00  1.75e+00  1.75e+00 -9.32e-03  3.33e-02  1.52e-02  3.13e-07
  6.31e-09] | [0.27 2.56] | -0.009984595687226237
[-2.00e+00  1.75e+00  1.75e+00 -9.32e-03  3.31e-02  1.52e-02  3.21e-07
  6.66e-09] | [0.27 2.56] | -0.009980018600172929
[-2.00e+00  1.75e+00  1.75e+00 -9.31e-03  3.30e-02  1.51e-02  3.30e-07
  7.01e-09] | [0.27 2.56] | -0.009975346775461608
[-2.00e+00  1.75e+00  1.75e+00 -9.31e-03  3.29e-02  1.51e-02  3.38e-07
  7.34e-09] | [0.27 2.56] | -0.009970582146697781
[-1.99e+00  1.75e+00  1.75e+00 -9.30e-03  3.27e-02  1.51e-02  3.46e-07
  7.68e-09] | [0.27 2.56] | -0.009965726608778036
[-1.99e+00  1.75e+00  1.75e+00 -9.30e-03  3.26e-02  1.50e-02  3.54e-07
  8.00e-09] | [0.27 2.56] | -0.009960782018809343
[-1.99e+00  1.75e+00  1.75e+00 -9.29e-03  3.25e-02  1.50e-02  3.62e-07
  8.33e-09] | [0.27 2.56] | -0.009955750196906265
[-1.99e+00  1.75e+00  1.75e+00 -9.29e-03  3.24e-02  1.49e-02  3.69e-07
  8.64e-09] | [0.27 2.56] | -0.00995063292710481
[-1.99e+00  1.75e+00  1.75e+00 -9.28e-03  3.22e-02  1.49e-02  3.77e-07
  8.95e-09] | [0.27 2.56] | -0.009945431958120896
[-1.99e+00  1.75e+00  1.75e+00 -9.28e-03  3.21e-02  1.49e-02  3.85e-07
  9.26e-09] | [0.27 2.56] | -0.009940149004158813
[-1.99e+00  1.75e+00  1.75e+00 -9.27e-03  3.20e-02  1.48e-02  3.92e-07
  9.56e-09] | [0.27 2.56] | -0.009934785745697547
[-1.99e+00  1.75e+00  1.75e+00 -9.27e-03  3.19e-02  1.48e-02  3.99e-07
  9.86e-09] | [0.27 2.56] | -0.009929343830221624
[-1.99e+00  1.75e+00  1.75e+00 -9.26e-03  3.17e-02  1.48e-02  4.06e-07
  1.02e-08] | [0.27 2.56] | -0.009923824872957555
[-1.99e+00  1.75e+00  1.75e+00 -9.26e-03  3.16e-02  1.47e-02  4.13e-07
  1.04e-08] | [0.27 2.56] | -0.009918230457615876
[-1.99e+00  1.75e+00  1.75e+00 -9.25e-03  3.15e-02  1.47e-02  4.20e-07
